producto_id,producto,codigo_interno,codigo_barras,precio_venta_actual,costo_compra_actual,flete_actual,ganancia_actual,inventario_id,almacen_id,almacen,stock_almacen,reservado,variante_id,talla,color,color_hex,stock_variante
37,"FALDA IMPERIO ESTUDIO",GINBA1-107,GINBA1-107,445,,,,37,,,0,0,716,P,Guinda,"",1
37,"FALDA IMPERIO ESTUDIO",GINBA1-107,GINBA1-107,445,,,,37,,,0,0,717,G,Guinda,"",1
37,"FALDA IMPERIO ESTUDIO",GINBA1-107,GINBA1-107,445,,,,37,,,0,0,718,M,Blanca,"",1
37,"FALDA IMPERIO ESTUDIO",GINBA1-107,GINBA1-107,445,,,,402,13,GAIA,9,0,711,P,Negra,"",1
37,"FALDA IMPERIO ESTUDIO",GINBA1-107,GINBA1-107,445,,,,402,13,GAIA,9,0,712,M,Negra,"",2
37,"FALDA IMPERIO ESTUDIO",GINBA1-107,GINBA1-107,445,,,,402,13,GAIA,9,0,713,M,Camel,"",1
37,"FALDA IMPERIO ESTUDIO",GINBA1-107,GINBA1-107,445,,,,402,13,GAIA,9,0,714,G,Camel,"",1
37,"FALDA IMPERIO ESTUDIO",GINBA1-107,GINBA1-107,445,,,,402,13,GAIA,9,0,715,P,"Café","",1
37,"FALDA IMPERIO ESTUDIO",GINBA1-107,GINBA1-107,445,,,,402,13,GAIA,9,0,716,P,Guinda,"",1
37,"FALDA IMPERIO ESTUDIO",GINBA1-107,GINBA1-107,445,,,,402,13,GAIA,9,0,717,G,Guinda,"",1
37,"FALDA IMPERIO ESTUDIO",GINBA1-107,GINBA1-107,445,,,,402,13,GAIA,9,0,718,M,Blanca,"",1
38,"FALDA IMPERIO ESTUDIO 2",GINBA1-106,GINBA1-106,445,,,,38,,,0,0,719,P,Cafe,"",1
38,"FALDA IMPERIO ESTUDIO 2",GINBA1-106,GINBA1-106,445,,,,38,,,0,0,720,G,Camel,"",0
38,"FALDA IMPERIO ESTUDIO 2",GINBA1-106,GINBA1-106,445,,,,38,,,0,0,721,G,Blanca,"",1
38,"FALDA IMPERIO ESTUDIO 2",GINBA1-106,GINBA1-106,445,,,,38,,,0,0,722,M,Blanca,"",1
38,"FALDA IMPERIO ESTUDIO 2",GINBA1-106,GINBA1-106,445,,,,403,13,GAIA,3,0,719,P,Cafe,"",1
38,"FALDA IMPERIO ESTUDIO 2",GINBA1-106,GINBA1-106,445,,,,403,13,GAIA,3,0,720,G,Camel,"",0
38,"FALDA IMPERIO ESTUDIO 2",GINBA1-106,GINBA1-106,445,,,,403,13,GAIA,3,0,721,G,Blanca,"",1
38,"FALDA IMPERIO ESTUDIO 2",GINBA1-106,GINBA1-106,445,,,,403,13,GAIA,3,0,722,M,Blanca,"",1
39,"FALDA INPERIO ESTUDIO",GINBA1-105,GINBA1-105,543,,,,39,,,0,0,723,G,Camel,"",2
39,"FALDA INPERIO ESTUDIO",GINBA1-105,GINBA1-105,543,,,,39,,,0,0,724,P,Camel,"",1
39,"FALDA INPERIO ESTUDIO",GINBA1-105,GINBA1-105,543,,,,39,,,0,0,725,M,Camel,"",1
39,"FALDA INPERIO ESTUDIO",GINBA1-105,GINBA1-105,543,,,,39,,,0,0,726,M,Cafe,"",1
39,"FALDA INPERIO ESTUDIO",GINBA1-105,GINBA1-105,543,,,,39,,,0,0,727,M,Negro,"",1
39,"FALDA INPERIO ESTUDIO",GINBA1-105,GINBA1-105,543,,,,404,13,GAIA,6,0,723,G,Camel,"",2
39,"FALDA INPERIO ESTUDIO",GINBA1-105,GINBA1-105,543,,,,404,13,GAIA,6,0,724,P,Camel,"",1
39,"FALDA INPERIO ESTUDIO",GINBA1-105,GINBA1-105,543,,,,404,13,GAIA,6,0,725,M,Camel,"",1
39,"FALDA INPERIO ESTUDIO",GINBA1-105,GINBA1-105,543,,,,404,13,GAIA,6,0,726,M,Cafe,"",1
39,"FALDA INPERIO ESTUDIO",GINBA1-105,GINBA1-105,543,,,,404,13,GAIA,6,0,727,M,Negro,"",1
40,"FALDA SHEIN",GINVA1-20,GINVA1-20,362,,,,40,,,0,0,728,S,Cafe,"",1
40,"FALDA SHEIN",GINVA1-20,GINVA1-20,362,,,,40,,,0,0,729,M,Cafe,"",1
40,"FALDA SHEIN",GINVA1-20,GINVA1-20,362,,,,405,13,GAIA,2,0,728,S,Cafe,"",1
40,"FALDA SHEIN",GINVA1-20,GINVA1-20,362,,,,405,13,GAIA,2,0,729,M,Cafe,"",1
41,"FALDA SHEIN",GINVA1-14,GINVA1-14,362,,,,41,,,0,0,730,S,Guinda,"",1
41,"FALDA SHEIN",GINVA1-14,GINVA1-14,362,,,,41,,,0,0,731,S,Negra,"",1
41,"FALDA SHEIN",GINVA1-14,GINVA1-14,362,,,,406,13,GAIA,2,0,730,S,Guinda,"",1
41,"FALDA SHEIN",GINVA1-14,GINVA1-14,362,,,,406,13,GAIA,2,0,731,S,Negra,"",1
42,"FALDA LAVANDA",GINBA1-87,GINBA1-87,338,,,,42,,,4,0,748,P,Camel,"",1
42,"FALDA LAVANDA",GINBA1-87,GINBA1-87,338,,,,42,,,4,0,749,P,Negra,"",1
43,"FALDA PLIZADA",GINVA3-06,GINVA3-06,455,,,,43,,,0,0,,,,,
44,"FALDA PLIZADA SHEIN",GINVA3-20,GINVA3-20,455,,,,44,,,3,0,261,Xs,Cafe,"",1
44,"FALDA PLIZADA SHEIN",GINVA3-20,GINVA3-20,455,,,,44,,,3,0,262,M,Cafe,"",0
44,"FALDA PLIZADA SHEIN",GINVA3-20,GINVA3-20,455,,,,44,,,3,0,263,S,Negra,"",2
45,"FALDA PLIZADA",GINBA3-02,GINVA3-02,455,,,,45,,,0,0,260,S,Guinda,"",1
46,"FALDA LARGA CON Y SIN CINTURON",GINBA1-86,GINBA1-86,416,,,,46,,,6,0,,,,,
47,"PANTALÓN DE CUERO",SALE-260,SALE-269,260,,,,47,,,2,0,,,,,
48,"SUÉTER DISEÑO TRENZADO",GINBA1-91,GINBA1-91,332,,,,48,,,11,0,,,,,
49,"SUÉTER DE HILO DISEÑO DE CORAZON",GINBA1-89,GINBA1-89,298,,,,49,,,3,0,,,,,
50,"SUÉTER DISEÑO DE CUADRADOS",GINBA1-88,GINBA1-88,298,,,,50,,,3,0,,,,,
51,"SUÉTER DISEÑO DE LINEAS",GINBA1-90,GINBA1-90,282,,,,51,,,2,0,,,,,
52,CALZA,GINBA1-96,GINBA1-96,248,,,,52,,,10,0,,,,,
53,"PANTALONA ANIMAL PRINS",GINBA1-60,GINBA1-60,352,,,,53,,,2,0,,,,,
54,"CONJUNTO MANGALARZA CON LINEAS",GINBA1-37,GINBA1-37,486,,,,54,,,4,0,,,,,
55,"CONJUNTO CON LÍNEAS DE LADO",GINBA1-38,GINBA1-38,511,,,,55,,,3,0,,,,,
56,"CONJUNTO CON LÍNEAS DE LADO",GINBA1-59,GINBA1-59,511,,,,56,,,1,0,,,,,
57,"CONJUNTO A RAYAS",GINBA1-56,GINBA1-56,485,,,,57,,,3,0,,,,,
58,"CONJUNTO SPORT",GINBA1-45,GINBA1-45,457,,,,58,,,0,0,631,M,Negra,"",1
58,"CONJUNTO SPORT",GINBA1-45,GINBA1-45,457,,,,58,,,0,0,632,M,Guindo,"",1
58,"CONJUNTO SPORT",GINBA1-45,GINBA1-45,457,,,,58,,,0,0,633,M,Azul,"",1
58,"CONJUNTO SPORT",GINBA1-45,GINBA1-45,457,,,,58,,,0,0,634,M,Cafe,"",1
58,"CONJUNTO SPORT",GINBA1-45,GINBA1-45,457,,,,369,13,GAIA,4,0,631,M,Negra,"",1
58,"CONJUNTO SPORT",GINBA1-45,GINBA1-45,457,,,,369,13,GAIA,4,0,632,M,Guindo,"",1
58,"CONJUNTO SPORT",GINBA1-45,GINBA1-45,457,,,,369,13,GAIA,4,0,633,M,Azul,"",1
58,"CONJUNTO SPORT",GINBA1-45,GINBA1-45,457,,,,369,13,GAIA,4,0,634,M,Cafe,"",1
59,"FALDA SATIN",GINVA3-11,GINVA3-11,342,,,,59,,,0,0,629,P,Cafe,"",1
59,"FALDA SATIN",GINVA3-11,GINVA3-11,342,,,,59,,,0,0,630,M,Cafe,"",1
59,"FALDA SATIN",GINVA3-11,GINVA3-11,342,,,,368,13,GAIA,2,0,629,P,Cafe,"",1
59,"FALDA SATIN",GINVA3-11,GINVA3-11,342,,,,368,13,GAIA,2,0,630,M,Cafe,"",1
60,"FALDA SATIN",GINVA2-42,GINVA2-42,359,,,,60,,,2,0,,,,,
61,"FALDA SATIN",GINVA2-03,GINVA2-02,342,,,,61,,,1,0,,,,,
62,"SHORT FALDA",GINBA1-39,GINBA1-39,210,,,,62,,,3,0,,,,,
63,"FALDA SATIN LARGA",GINVA3-29,GINVA3-29,384,,,,63,,,4,0,,,,,
64,"FALDA LARGA SATIN",GINVA3-03,GINVA3-03,422,,,,64,,,3,0,,,,,
65,"FALDA SATIN CAFÉ Y BEIGE",GINVA3-18,GINVA3-18,385,,,,65,,,0,0,635,S,"Beige y cafe","",1
65,"FALDA SATIN CAFÉ Y BEIGE",GINVA3-18,GINVA3-18,385,,,,370,13,GAIA,1,0,635,S,"Beige y cafe","",1
66,"FALDA LARGA SATIN",GINVA3-04,GINVA3-04,412,,,,66,,,1,0,,,,,
67,"FALDA ASIMÉTRICA SATIN",GINVA3-24,GINVA3-24,384,,,,67,,,1,0,,,,,
68,"FALDA ASIMÉTRICA SATIN",GINVA3-029,GINVA3-029,384,,,,68,,,0,0,,,,,
70,"FALDA SATIN",GINVA3-26,GINVA3-26,422,,,,70,,,1,0,,,,,
71,"FALDA SATIN ASIMETRICA",GINVA2-50,GINVA2-50,389,,,,71,,,0,0,,,,,
72,"BIKINI FLOREADO",GINFU3-96,GINFU3-96,315,,,,72,,,1,0,,,,,
73,"BIKINI FLOREADO",GINFU3-95,GINFU3-95,315,,,,73,,,1,0,,,,,
74,BIKINI,GINFU3-17,GINFU3-17,315,,,,74,,,1,0,,,,,
75,"Vestido largos Mangas",GINBA1-71,GINBA1-71,724,,,,75,,,2,0,,,,,
76,"BLUSA SATIN ASIMÉTRICA",GINVA3-33,GINVA3-33,352,,,,76,,,1,1,,,,,
77,"BLUSA SATIN ASIMETRICA",GINVA1-12,GINVA1-12,352,,,,77,,,1,0,,,,,
78,"BLUSA SATIN ASIMETRICA",GINVA2-04,GINVA2-04,342,,,,78,,,1,0,,,,,
79,"VESTIDOS LARGOS MANGA SIN ESCOTE",GINBM-06,GINBM-06,584,,,,79,,,2,0,,,,,
80,BIKINI,GINFU2-58,GINFU2-58,485,,,,80,,,1,0,,,,,
81,BIKINI,GINVA-42,GINVA-42,288,,,,81,,,1,0,,,,,
82,BIKINI,GINBM1-01,GINBM1-01,312,,,,82,,,2,0,409,G,Verde,"",1
82,BIKINI,GINBM1-01,GINBM1-01,312,,,,82,,,2,0,410,M,Verde,"",1
83,"BLUSA SATIN ASIMÉTRICA",GINVA2-4,GINVA2-4,342,,,,83,,,0,0,,,,,
84,BIKINI,GINFU3-79,GINFU3-79,315,,,,84,,,1,0,,,,,
85,BIKINI,GINVA3-41,GINVA3-41,372,,,,85,,,1,0,,,,,
86,"BLUSA ASIMÉTRICA",GINBA1-46,GINBA1-46,352,,,,86,,,2,0,,,,,
87,BIKINI,GINVA3-05,GINVA3-05,355,,,,87,,,1,0,,,,,
88,"BLUSA ASIMÉTRICA SATIN",GINVA1-11,GINVA1-11,352,,,,88,,,1,0,,,,,
89,BIKINI,GINFU3-98,GINFU3-98,315,,,,89,,,1,0,,,,,
90,"BODYS MANGALARGAS DETALLES HOMBRO",GINBA1-50,GINBA1-50,249,,,,90,,,5,0,,,,,
91,BIKINI,GINDU9-63,GINDU9-63,435,,,,91,,,1,0,,,,,
92,BIKINI,GINFU2-10,GINFU2-10,285,,,,92,,,1,0,,,,,
93,"BLUSA ASIMETRICA",GINVA1-051,GINVA1-051,323,,,,93,,,2,0,,,,,
94,"VESTIDOS LARGOS CON AMARRE EN MA CINTURA",GINBA1-68,GINBA1-68,640,,,,94,,,2,0,,,,,
95,"BLUSA ASIMETRICA",GINVA1-09,GINVA1-09,352,,,,95,,,0,0,,,,,
96,BIKINI,MICM1-15,MICM1-15,365,,,,96,,,3,0,,,,,
97,"VESTIDOS LARGOS DE UN LADO",GINBA1-70,GINBA1-70,734,,,,97,,,1,0,,,,,
98,BIKINI,GINBM1-04,GINBM1-04,312,,,,98,,,1,0,,,,,
99,BIKINI,GINBM1-011,GINBM1-011,312,,,,99,,,1,0,,,,,
100,BIKINI,GINEU1-41,GINEU1-41,369,,,,100,,,1,0,,,,,
101,"VESTIDO LARGO SEDA ESCOTE ESPALDA",GINBA1-43,GINBA1-43,496,,,,101,,,2,0,,,,,
102,BIKINI,GINDU4-66,GINDU4-66,463,,,,102,,,1,0,,,,,
103,BIKINI,GINFU2-16,GINFU2-16,285,,,,103,,,1,0,,,,,
104,BIKINI,GINEO-04,GINEO-04,325,,,,104,,,1,0,,,,,
105,BIKINI,GINEU3-4,GINEU3-4,295,,,,105,,,1,0,,,,,
106,"VESTIDO LARGOS CON LÍNEAS BRILLO",GINBA1-17,GINBA1-17,455,,,,106,,,2,0,,,,,
107,BIKINI,GINEU2-042,GINEU2-042,315,,,,107,,,2,0,,,,,
108,"BLUSA ASIMETRICA",GINBA1-046,GINBA1-046,353,,,,108,,,2,0,,,,,
109,BIKINI,GINVA2-07,GINVA2-07,315,,,,109,,,1,0,,,,,
110,"BLUSA ASIMETRICA",GINVA2-020,GINVA2-020,353,,,,110,,,2,0,2,S,Negro,"",1
110,"BLUSA ASIMETRICA",GINVA2-020,GINVA2-020,353,,,,110,,,2,0,3,M,Negra,"",1
110,"BLUSA ASIMETRICA",GINVA2-020,GINVA2-020,353,,,,110,,,2,0,4,M,"Café","",1
111,BIKINI,GINVA2-03,GINVA2-03,287,,,,111,,,0,0,476,S,Vino,#831100,1
111,BIKINI,GINVA2-03,GINVA2-03,287,,,,111,,,0,0,477,M,Cafe,#583300,0
112,"VESTIDOS LARGOS TELA SASTRERA",GIMBMA-24,GINBMA-24,489,,,,112,,,5,0,,,,,
113,"BLUSA ASIMETRICA",GINVA1-011,GINVA1-011,342,,,,113,,,1,0,,,,,
114,"BLUSA ASIMETRICA",GINVA2-025,GINVA2-025,353,,,,114,,,1,0,,,,,
115,"VESTIDOS TELA SASTRERA CON CINTURÓN",GINBM1-21,GINBM1-21,503,,,,115,,,2,0,,,,,
116,"BLUSA ASIMETRICA",GINVA1-03,GINVA1-03,297,,,,116,,,1,0,,,,,
117,"BLUSA ASIMETRICA",GINVA2-051,GINVA2-051,323,,,,117,,,1,0,,,,,
118,"VESTIDOS LARGOS ARGOLLA EN LA CINTURA",GINBM1-20,GINBM1-20,489,,,,118,,,2,0,,,,,
119,"BLUSA GAZA ASIMÉTRICA",GINBA1-01,GINBA1-01,312,,,,119,,,1,0,,,,,
120,"VESTIDO LARGO ARENA OSCURITO ESCOTE",GINBA1-017,GINBA1-017,455,,,,120,,,1,0,,,,,
121,"BLUSA ASIMÉTRICA SATIN",GINVA1-07,GINVA1-07,352,,,,121,,,1,0,,,,,
122,BIKINI,GNEU-13,GNEU-13,357,,,,122,,,1,0,,,,,
123,"BLUSA ASIMETRICA",GINBA-46,GINBA-46,353,,,,123,,,1,0,,,,,
124,"BLUSA ASIMETRICA",GINVA1-012,GINVA1-012,352,,,,124,,,1,0,,,,,
125,BIKINI,GINFU3-76,GINFU3-76,355,,,,125,,,0,0,,,,,
126,"VESTIDOS LARGOS RUCHE EN EL PECHO",GINBM1-06,GINBM1-06,584,,,,126,,,2,0,,,,,
127,BIKINI,GINVA3-31,GINVA3-31,372,,,,127,,,1,0,,,,,
128,BIKINI,GNEU2-08,GNEU2-08,435,,,,128,,,0,0,,,,,
129,"VESTIDOS LARGOS BOTONES Y BOLSILLO",GINBM1-17,GINBM1-17,475,,,,129,,,2,0,,,,,
130,"BLUSA ASIMÉTRICA VERDE",GINVA2-017,GINVA2-017,321,,,,130,,,1,0,,,,,
131,"BLUSA ASIMETRICA",GINVA1-08,GINVA1-08,352,,,,131,,,1,0,,,,,
132,"BLUSA BLANCA RECTA",GINDU1-16,GINDU1-16,423,,,,132,,,0,0,,,,,
134,"ASIMÉTRICA A LARGA",GINVA1-10,GINVA1-10,372,,,,134,,,3,0,,,,,
135,"BLUSA ASIMÉTRICA CON DETALLA EN EL CUELLO",GINVA2-52,GINVA2-52,353,,,,135,,,1,0,289,S,Crema,"",0
135,"BLUSA ASIMÉTRICA CON DETALLA EN EL CUELLO",GINVA2-52,GINVA2-52,353,,,,135,,,1,0,290,S,Celeste,"",1
136,"BLUSA DE GAZA CON ESCOTE EN LA ESPALDA",GINVA2-26,GINVA2-26,285,,,,136,,,5,0,7,M,Guinda,"",1
136,"BLUSA DE GAZA CON ESCOTE EN LA ESPALDA",GINVA2-26,GINVA2-26,285,,,,136,,,5,0,8,S,Turquesa,"",1
136,"BLUSA DE GAZA CON ESCOTE EN LA ESPALDA",GINVA2-26,GINVA2-26,285,,,,136,,,5,0,9,S,Negra,"",1
136,"BLUSA DE GAZA CON ESCOTE EN LA ESPALDA",GINVA2-26,GINVA2-26,285,,,,136,,,5,0,10,M,Cafe,"",1
136,"BLUSA DE GAZA CON ESCOTE EN LA ESPALDA",GINVA2-26,GINVA2-26,285,,,,136,,,5,0,11,M,Dorada,"",1
137,"BLUSA SATIN AMARILLA",GINVA3-30,GINVA3-30,295,,,,137,,,1,0,12,S,Amarilla,"",1
138,"BLUSA SEDA",GINBA1-03,GINBA1-03,288,,,,138,,,13,0,13,Unica,Beige,"",2
138,"BLUSA SEDA",GINBA1-03,GINBA1-03,288,,,,138,,,13,0,14,Unica,Azul,"",2
138,"BLUSA SEDA",GINBA1-03,GINBA1-03,288,,,,138,,,13,0,15,"Única",Roja,"",2
138,"BLUSA SEDA",GINBA1-03,GINBA1-03,288,,,,138,,,13,0,16,"Única",Negra,"",4
138,"BLUSA SEDA",GINBA1-03,GINBA1-03,288,,,,138,,,13,0,17,Unica,Blanca,"",2
138,"BLUSA SEDA",GINBA1-03,GINBA1-03,288,,,,138,,,13,0,18,Unica,Cafe,"",1
140,"BLUSA SATIN CORTA",GINDU7-20,GINDU7-20,389,,,,140,,,1,0,25,L,Beige,"",1
141,"BLUSA DE GAZA CON VOLADOS",GINBA1-20,GINBA1-20,285,,,,141,,,1,0,26,G,Beige,"",1
142,"BLUSA MANGALARGA TRANSP.",GINVA1-19,GINVA1-19,299,,,,142,,,1,0,27,S,Cafe,"",1
143,"TOP LICRA ASIMETRICO",GINBM1-25,GINBM1-25,189,,,,143,,,2,0,195,Unica,Negra,"",1
143,"TOP LICRA ASIMETRICO",GINBM1-25,GINBM1-25,189,,,,143,,,2,0,196,Unica,Cafe,"",1
144,"BLUSA TIPO TOP CON ACCESORIOS EN EL PECHO",GINBM1-24,GINBM1-24,285,,,,144,,,2,0,193,Unica,"Café","",1
144,"BLUSA TIPO TOP CON ACCESORIOS EN EL PECHO",GINBM1-24,GINBM1-24,285,,,,144,,,2,0,194,Unica,Beige,"",1
145,"TOP LICRA CON ACCESORIOS EN EL HOMBRO",GINBM1-25-1,GINBM1-25-1,275,,,,145,,,4,0,174,Unica,Negra,"",1
145,"TOP LICRA CON ACCESORIOS EN EL HOMBRO",GINBM1-25-1,GINBM1-25-1,275,,,,145,,,4,0,175,Unica,Beige,"",1
145,"TOP LICRA CON ACCESORIOS EN EL HOMBRO",GINBM1-25-1,GINBM1-25-1,275,,,,145,,,4,0,176,Unica,Blanca,"",1
145,"TOP LICRA CON ACCESORIOS EN EL HOMBRO",GINBM1-25-1,GINBM1-25-1,275,,,,145,,,4,0,177,Unica,Verde,"",1
146,"BLUSA CON MOTAS",GINBA1-04,GINBA1-04,298,,,,146,,,1,0,36,M,"Café con motas","",1
147,"BLUSA TIPO TOP PRINCESA",GINBM1-0025,GINBM1-0025,199,,,,147,,,5,0,188,Unica,Cafe,"",1
147,"BLUSA TIPO TOP PRINCESA",GINBM1-0025,GINBM1-0025,199,,,,147,,,5,0,189,Unica,Beige,"",1
147,"BLUSA TIPO TOP PRINCESA",GINBM1-0025,GINBM1-0025,199,,,,147,,,5,0,190,Unica,Verde,"",1
147,"BLUSA TIPO TOP PRINCESA",GINBM1-0025,GINBM1-0025,199,,,,147,,,5,0,191,Unica,Camel,"",1
147,"BLUSA TIPO TOP PRINCESA",GINBM1-0025,GINBM1-0025,199,,,,147,,,5,0,192,Unica,Negra,"",1
148,"BLUSA LICRA AMARRE DE UN HOMBRO",GINBM1-82,GINBM1-82,262,,,,148,,,4,0,43,Unica,Negra,"",1
148,"BLUSA LICRA AMARRE DE UN HOMBRO",GINBM1-82,GINBM1-82,262,,,,148,,,4,0,44,Unica,Guinda,"",1
148,"BLUSA LICRA AMARRE DE UN HOMBRO",GINBM1-82,GINBM1-82,262,,,,148,,,4,0,45,Unica,Cafe,"",1
148,"BLUSA LICRA AMARRE DE UN HOMBRO",GINBM1-82,GINBM1-82,262,,,,148,,,4,0,46,Unica,Beige,"",1
149,"BLUSA TOP CON DETALLE DE MADERA",GINBM1-00025,GINBM1-00025,265,,,,149,,,5,0,184,Unica,Blanca,"",1
149,"BLUSA TOP CON DETALLE DE MADERA",GINBM1-00025,GINBM1-00025,265,,,,149,,,5,0,185,Unica,Beige,"",1
149,"BLUSA TOP CON DETALLE DE MADERA",GINBM1-00025,GINBM1-00025,265,,,,149,,,5,0,186,Unica,Cafe,"",2
149,"BLUSA TOP CON DETALLE DE MADERA",GINBM1-00025,GINBM1-00025,265,,,,149,,,5,0,187,"Única",Negra,"",1
150,"BLUSA DE TIROS LINO",GINBA1-51,GINBA1-51,239,,,,150,,,1,0,54,Unica,Blanca,"",1
151,"BLUSA LICRA SIN MANGAS",GINFU2-26,GINFU2-26,295,,,,151,,,1,0,55,S,Blanca,"",1
152,"BLUSA LICRA CON ESCOTE EN LA ESPALDA",GINDU3-43,GINDU3-43,353,,,,152,,,1,0,56,S,Beige,"",1
153,"TOP CAMISETA CON AMARRE EN LA CINTURA",GINBA1-81,GINBA1-81,238,,,,153,,,2,0,178,Unica,Camel,"",1
153,"TOP CAMISETA CON AMARRE EN LA CINTURA",GINBA1-81,GINBA1-81,238,,,,153,,,2,0,179,Unica,Crema,"",1
154,"BODDY MANGALARGA CUELLOS CUADRADO",GINBA1-79,GINBA1-79,262,,,,154,,,6,0,64,Unica,Crema,"",1
154,"BODDY MANGALARGA CUELLOS CUADRADO",GINBA1-79,GINBA1-79,262,,,,154,,,6,0,65,"Única",Cafe,"",2
154,"BODDY MANGALARGA CUELLOS CUADRADO",GINBA1-79,GINBA1-79,262,,,,154,,,6,0,66,Unica,Camel,"",1
154,"BODDY MANGALARGA CUELLOS CUADRADO",GINBA1-79,GINBA1-79,262,,,,154,,,6,0,67,Unica,Guindo,"",1
154,"BODDY MANGALARGA CUELLOS CUADRADO",GINBA1-79,GINBA1-79,262,,,,154,,,6,0,68,"Única",Azul,"",1
155,"MANGALARGA CON CUELLO Y ESCOTE EN LA ESPALDA",GINBA1-78,GINBA1-78,282,,,,155,,,6,0,69,Unica,"Café","",2
155,"MANGALARGA CON CUELLO Y ESCOTE EN LA ESPALDA",GINBA1-78,GINBA1-78,282,,,,155,,,6,0,70,Unica,Camel,"",2
155,"MANGALARGA CON CUELLO Y ESCOTE EN LA ESPALDA",GINBA1-78,GINBA1-78,282,,,,155,,,6,0,71,Unica,Crema,"",2
156,"BODDY ASIMETRICO",GINBA1-80,GINBA1-80,252,,,,156,,,2,0,74,Unica,Negra,"",1
156,"BODDY ASIMETRICO",GINBA1-80,GINBA1-80,252,,,,156,,,2,0,75,Unica,Cafe,"",2
157,"BODDY CAMISETA CON ACCESORIO DORADO EN EL ADELANTE",GINBA1-49,GINBA1-49,219,,,,157,,,7,0,76,Unica,Cafe,"",4
157,"BODDY CAMISETA CON ACCESORIO DORADO EN EL ADELANTE",GINBA1-49,GINBA1-49,219,,,,157,,,7,0,77,Unica,Beige,"",2
157,"BODDY CAMISETA CON ACCESORIO DORADO EN EL ADELANTE",GINBA1-49,GINBA1-49,219,,,,157,,,7,0,78,Unica,Negra,"",1
158,"BODDY SHEIN",GINFU2-29,GINFU2-29,315,,,,158,,,1,0,,,,,
159,"VESTIDO LARGO DE LINO GRUESO",GINBM1-021,GINBM1-021,503,,,,159,,,3,0,79,Unica,Camel,"",2
159,"VESTIDO LARGO DE LINO GRUESO",GINBM1-021,GINBM1-021,503,,,,159,,,3,0,80,Unica,Blanca,"",1
160,"VESTIDO LARGO LINO GRUESO",GINBM1-23,GINBM1-23,458,,,,160,,,1,0,82,Unica,"Café","",1
161,"VESTIDO LARGO DE TIROS",GINBM1-024,GINBM1-024,489,,,,161,,,1,0,1044,Unica,Beige,#fff2d5,2
161,"VESTIDO LARGO DE TIROS",GINBM1-024,GINBM1-024,489,,,,161,,,1,0,1045,UNICA,"CAFÉ",#5c0701,1
161,"VESTIDO LARGO DE TIROS",GINBM1-024,GINBM1-024,489,,,,161,,,1,0,1046,UNICA,GUINDA,#791a3d,1
162,"VESTIDO CORTO CON BOLADOS",GINBM1-18,GINBM1-18,450,,,,162,,,5,0,89,Unica,Beige,"",1
162,"VESTIDO CORTO CON BOLADOS",GINBM1-18,GINBM1-18,450,,,,162,,,5,0,90,Unica,Cafe,"",1
162,"VESTIDO CORTO CON BOLADOS",GINBM1-18,GINBM1-18,450,,,,162,,,5,0,91,Unica,Guinda,"",1
162,"VESTIDO CORTO CON BOLADOS",GINBM1-18,GINBM1-18,450,,,,162,,,5,0,92,Unica,Azul,"",1
162,"VESTIDO CORTO CON BOLADOS",GINBM1-18,GINBM1-18,450,,,,162,,,5,0,93,Unica,Verde,"",1
163,"ENTERIZO CORTO",GINBM1-020,GINBM1-020,435,,,,163,,,2,0,94,Unica,Beige,"",1
163,"ENTERIZO CORTO",GINBM1-020,GINBM1-020,435,,,,163,,,2,0,95,Unica,"Café","",1
164,"VESTIDO DE GAZA",GINBM1-22,GINBM1-22,467,,,,164,,,2,0,96,"Única",Cafe,"",1
164,"VESTIDO DE GAZA",GINBM1-22,GINBM1-22,467,,,,164,,,2,0,97,Unica,Beige,"",1
165,"VESTIDO CORTO AMARRE EN EL CUELLO",GINBM1-018,GINBM1-018,415,,,,165,,,4,0,98,"Única",Beige,"",1
165,"VESTIDO CORTO AMARRE EN EL CUELLO",GINBM1-018,GINBM1-018,415,,,,165,,,4,0,99,Unica,Azul,"",1
165,"VESTIDO CORTO AMARRE EN EL CUELLO",GINBM1-018,GINBM1-018,415,,,,165,,,4,0,100,Unica,Cafe,"",1
165,"VESTIDO CORTO AMARRE EN EL CUELLO",GINBM1-018,GINBM1-018,415,,,,165,,,4,0,101,"Única",Guindo,"",1
166,"VESTIDO CORTO DE TIROS CON ACCESORIO ADELANTE",GIMBM1-18-1,GIMBM1-18-1,455,,,,166,,,4,0,105,Unica,Cafe,"",1
166,"VESTIDO CORTO DE TIROS CON ACCESORIO ADELANTE",GIMBM1-18-1,GIMBM1-18-1,455,,,,166,,,4,0,106,Unica,Amarillo,"",1
166,"VESTIDO CORTO DE TIROS CON ACCESORIO ADELANTE",GIMBM1-18-1,GIMBM1-18-1,455,,,,166,,,4,0,107,Unica,Camel,"",2
167,"CORSET SATINADO",INT-Q04NMW,2958907125655,432,,,,167,,,1,0,108,S,Negro,"",0
167,"CORSET SATINADO",INT-Q04NMW,2958907125655,432,,,,167,,,1,0,109,S,Beige,#fff2d5,0
167,"CORSET SATINADO",INT-Q04NMW,2958907125655,432,,,,167,,,1,0,110,S,Dorado,#ffd977,1
168,AROS,INT-BXRXQV,4236827647883,189,,,,168,,,0,0,,,,,
169,"BLUSA DORADA",INT-7FF118,2898151530433,285,,,,169,,,0,0,,,,,
